shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
99101:99913,2819,47.537102,-122.281143,28298.6
99101:99913,2820,47.536839,-122.281021,28401.6
99101:99913,2821,47.536644,-122.280952,28473.0
99101:99913,2822,47.536453,-122.280899,28544.5
99101:99913,2823,47.536259,-122.280853,28616.0
99101:99913,2824,47.536068,-122.280830,28687.4
99101:99913,2825,47.535900,-122.280815,28747.3
99101:99913,2826,47.535732,-122.280800,28808.8
99101:99913,2827,47.529778,-122.280693,30980.5
99101:99913,2828,47.529449,-122.280663,31099.3
99101:99913,2829,47.529140,-122.280624,31213.1
99101:99913,2830,47.528957,-122.280571,31283.1
99101:99913,2831,47.528767,-122.280518,31353.1
99101:99913,2832,47.528557,-122.280434,31431.9
99101:99913,2833,47.528370,-122.280365,31501.8
99101:99913,2834,47.525982,-122.279152,32424.5
99101:99913,2835,47.525787,-122.279053,32499.0
99101:99913,2836,47.525635,-122.278999,32556.8
99101:99913,2837,47.525475,-122.278946,32614.6
99101:99913,2838,47.525322,-122.278900,32672.3
99101:99913,2839,47.525166,-122.278877,32730.1
99101:99913,2840,47.524971,-122.278862,32802.3
99101:99913,2841,47.524769,-122.278862,32874.6
99101:99913,2842,47.524571,-122.278877,32946.8
99101:99913,2843,47.524372,-122.278900,33019.1
99101:99913,2844,47.524166,-122.278961,33095.2
99101:99913,2845,47.523292,-122.279221,33420.8
99101:99913,2846,47.522514,-122.279419,33711.5
99101:99913,2847,47.522251,-122.279488,33806.6
99101:99913,2848,47.521679,-122.279640,34019.1
99101:99913,2849,47.520859,-122.279861,34323.7
99101:99913,2850,47.520641,-122.279915,34404.1
99101:99913,2851,47.520348,-122.279968,34511.9
99101:99913,2852,47.520027,-122.279999,34628.7
99101:99913,2853,47.519852,-122.279999,34691.5
99101:99913,2854,47.519688,-122.279999,34754.4
99101:99913,2855,47.519486,-122.279968,34826.3
99101:99913,2856,47.519314,-122.279953,34889.2
99101:99913,2857,47.519020,-122.279884,34996.9
99101:99913,2858,47.518547,-122.279747,35174.4
99101:99913,2859,47.517834,-122.279549,35438.5
99101:99913,2860,47.517231,-122.279396,35659.5
99101:99913,2861,47.516693,-122.279274,35860.3
99101:99913,2862,47.515656,-122.279068,36240.5
99101:99913,2863,47.515411,-122.279022,36330.6
99101:99913,2864,47.514549,-122.278931,36646.1
99101:99913,2865,47.513725,-122.278877,36946.5
99101:99913,2866,47.513424,-122.278847,37058.3
99101:99913,2867,47.512222,-122.278671,37497.3
99101:99913,2868,47.510654,-122.278481,38073.5
99101:99913,2869,47.510334,-122.278450,38190.0
99101:99913,2870,47.510006,-122.278435,38307.3
99101:99913,2871,47.509323,-122.278427,38558.9
99101:99913,2872,47.509174,-122.278427,38611.8
99101:99913,2873,47.509060,-122.278435,38654.5
99101:99913,2874,47.508926,-122.278481,38703.8
99101:99913,2875,47.508781,-122.278519,38758.5
99101:99913,2876,47.508633,-122.278587,38813.2
99101:99913,2877,47.508511,-122.278671,38862.4
99101:99913,2878,47.508362,-122.278778,38922.6
99101:99913,2879,47.508236,-122.278893,38977.3
99101:99913,2880,47.508102,-122.279037,39037.5
99101:99913,2881,47.507988,-122.279175,39092.2
99101:99913,2882,47.507877,-122.279350,39152.3
99101:99913,2883,47.507778,-122.279533,39207.1
99101:99913,2884,47.507679,-122.279724,39267.2
99101:99913,2885,47.507610,-122.279915,39321.9
99101:99913,2886,47.507523,-122.280174,39393.0
99101:99913,2887,47.507458,-122.280449,39464.1
99101:99913,2888,47.507408,-122.280716,39534.8
99101:99913,2889,47.507378,-122.281021,39608.9
99101:99913,2890,47.507366,-122.281349,39688.3
99101:99913,2891,47.507034,-122.287712,41267.3
99101:99913,2892,47.507027,-122.287933,41321.2
99101:99913,2893,47.507008,-122.288139,41372.6
99101:99913,2894,47.506985,-122.288300,41413.7
99101:99913,2895,47.506962,-122.288437,41449.8
99101:99913,2896,47.506920,-122.288605,41491.2
99101:99913,2897,47.506878,-122.288780,41537.7
99101:99913,2898,47.506828,-122.288918,41579.0
99101:99913,2899,47.506763,-122.289078,41625.5
99101:99913,2900,47.506687,-122.289246,41672.0
99101:99913,2901,47.506615,-122.289383,41718.5
99101:99913,2902,47.506519,-122.289528,41764.9
99101:99913,2903,47.506439,-122.289642,41806.3
99101:99913,2904,47.506355,-122.289749,41847.6
99101:99913,2905,47.506245,-122.289848,41894.1
99101:99913,2906,47.506138,-122.289955,41940.6
99101:99913,2907,47.506027,-122.290039,41987.0
99101:99913,2908,47.505920,-122.290092,42028.4
99101:99913,2909,47.505795,-122.290161,42074.8
99101:99913,2910,47.505673,-122.290199,42121.3
99101:99913,2911,47.505562,-122.290230,42162.7
99101:99913,2912,47.505390,-122.290253,42224.7
99101:99913,2913,47.505226,-122.290237,42286.7
99101:99913,2914,47.505051,-122.290230,42348.5
99101:99913,2915,47.504890,-122.290176,42410.1
99101:99913,2916,47.504631,-122.290062,42506.0
99101:99913,2917,47.502247,-122.289009,43415.8
99101:99913,2918,47.501896,-122.288864,43549.1
99101:99913,2919,47.501667,-122.288795,43634.2
99101:99913,2920,47.501453,-122.288727,43715.1
99101:99913,2921,47.499966,-122.288345,44265.4
99101:99913,2922,47.499680,-122.288261,44371.6
99101:99913,2923,47.499493,-122.288208,44441.1
99101:99913,2924,47.499310,-122.288124,44509.4
99101:99913,2925,47.499130,-122.288040,44577.6
99101:99913,2926,47.498955,-122.287949,44645.8
99101:99913,2927,47.498783,-122.287849,44714.0
99101:99913,2928,47.498592,-122.287712,44790.8
99101:99913,2929,47.498424,-122.287590,44859.0
99101:99913,2930,47.498245,-122.287437,44935.8
99101:99913,2931,47.498062,-122.287277,45012.6
99101:99913,2932,47.497894,-122.287102,45089.4
99101:99913,2933,47.497723,-122.286911,45166.2
99101:99913,2934,47.497585,-122.286728,45234.4
99101:99913,2935,47.497456,-122.286568,45294.2
99101:99913,2936,47.497341,-122.286400,45353.8
99101:99913,2937,47.497227,-122.286224,45413.6
99101:99913,2938,47.497097,-122.286018,45481.8
99101:99913,2939,47.496902,-122.285652,45599.8
99101:99913,2940,47.496323,-122.284546,45943.4
99101:99913,2941,47.496174,-122.284286,46027.4
99101:99913,2942,47.496029,-122.284065,46104.5
99101:99913,2943,47.495846,-122.283806,46197.3
99101:99913,2944,47.495739,-122.283669,46247.2
99101:99913,2945,47.495628,-122.283546,46297.1
99101:99913,2946,47.495422,-122.283340,46389.9
99101:99913,2947,47.495201,-122.283165,46482.7
99101:99913,2948,47.494965,-122.283005,46575.4
99101:99913,2949,47.494732,-122.282875,46668.2
99101:99913,2950,47.494488,-122.282768,46761.0
99101:99913,2951,47.494221,-122.282684,46858.9
99101:99913,2952,47.493828,-122.282608,47003.6
99101:99913,2953,47.491337,-122.282166,47919.4
99101:99913,2954,47.490952,-122.282097,48061.6
99101:99913,2955,47.490669,-122.282028,48166.1
99101:99913,2956,47.490387,-122.281937,48270.4
99101:99913,2957,47.490139,-122.281830,48366.7
99101:99913,2958,47.489868,-122.281677,48471.0
99101:99913,2959,47.489609,-122.281502,48575.2
99101:99913,2960,47.489357,-122.281296,48679.5
99101:99913,2961,47.489120,-122.281059,48783.8
99101:99913,2962,47.488976,-122.280914,48848.0
99101:99913,2963,47.488846,-122.280762,48907.9
99101:99913,2964,47.488712,-122.280594,48970.4
99101:99913,2965,47.488567,-122.280396,49045.5
99101:99913,2966,47.486038,-122.276772,50330.7
99101:99913,2967,47.485725,-122.276337,50486.4
99101:99913,2968,47.484451,-122.274506,51137.2
99101:99913,2969,47.484196,-122.274147,51263.1
99101:99913,2970,47.484020,-122.273933,51347.1
99101:99913,2971,47.483860,-122.273766,51417.3
99101:99913,2972,47.483685,-122.273605,51494.4
99101:99913,2973,47.483501,-122.273453,51571.6
99101:99913,2974,47.483356,-122.273354,51627.4
99101:99913,2975,47.483219,-122.273277,51683.1
99101:99913,2976,47.483078,-122.273193,51738.8
99101:99913,2977,47.482933,-122.273125,51794.6
99101:99913,2978,47.482784,-122.273071,51850.3
99101:99913,2979,47.482628,-122.273026,51906.0
99101:99913,2980,47.482475,-122.273003,51961.8
99101:99913,2981,47.482330,-122.272972,52017.5
99101:99913,2982,47.482079,-122.272957,52108.2
99101:99913,2983,47.481811,-122.272972,52206.2
99101:99913,2984,47.481567,-122.273018,52297.1
99101:99913,2985,47.480823,-122.273125,52568.6
99101:99913,2986,47.480644,-122.273155,52632.8
99101:99913,2987,47.480454,-122.273163,52704.8
99101:99913,2988,47.480209,-122.273155,52792.6
99101:99913,2989,47.479973,-122.273125,52880.3
99101:99913,2990,47.479729,-122.273087,52968.2
99101:99913,2991,47.479523,-122.273026,53047.9
99101:99913,2992,47.479363,-122.272972,53103.8
99101:99913,2993,47.479214,-122.272903,53159.7
99101:99913,2994,47.479053,-122.272835,53223.9
99101:99913,2995,47.478874,-122.272743,53293.5
99101:99913,2996,47.475761,-122.271004,54505.6
99101:99913,2997,47.474876,-122.270515,54851.0
99101:99913,2998,47.474606,-122.270378,54954.1
99101:99913,2999,47.474342,-122.270256,55057.2
99101:99913,3000,47.474033,-122.270119,55175.0
99101:99913,3001,47.473717,-122.269981,55292.8
99101:99913,3002,47.473370,-122.269859,55425.3
99101:99913,3003,47.473057,-122.269753,55543.1
99101:99913,3004,47.472614,-122.269615,55705.0
99101:99913,3005,47.472141,-122.269508,55881.7
99101:99913,3006,47.469555,-122.268959,56834.1
99101:99913,3007,47.469170,-122.268890,56975.6
99101:99913,3008,47.468967,-122.268860,57049.3
99101:99913,3009,47.468796,-122.268852,57113.8
99101:99913,3010,47.468609,-122.268852,57178.3
99101:99913,3011,47.468437,-122.268860,57243.7
99101:99913,3012,47.467011,-122.268982,57765.2
99101:99913,3013,47.466843,-122.269012,57825.2
99101:99913,3014,47.466713,-122.269028,57875.2
99101:99913,3015,47.466576,-122.269066,57925.2
99101:99913,3016,47.466469,-122.269112,57966.5
99101:99913,3017,47.466354,-122.269165,58007.8
99101:99913,3018,47.466236,-122.269241,58054.3
99101:99913,3019,47.466137,-122.269310,58095.7
99101:99913,3020,47.466026,-122.269409,58142.2
99101:99913,3021,47.465935,-122.269508,58183.6
99101:99913,3022,47.465836,-122.269630,58230.1
99101:99913,3023,47.465767,-122.269722,58266.2
99101:99913,3024,47.465691,-122.269829,58302.5
99101:99913,3025,47.465630,-122.269943,58338.7
99101:99913,3026,47.465572,-122.270050,58374.8
99101:99913,3027,47.465511,-122.270172,58411.0
99101:99913,3028,47.465466,-122.270309,58447.2
99101:99913,3029,47.465412,-122.270447,58488.6
99101:99913,3030,47.465374,-122.270584,58524.8
99101:99913,3031,47.465344,-122.270721,58561.0
99101:99913,3032,47.465313,-122.270874,58597.2
99101:99913,3033,47.465279,-122.271133,58664.3
99101:99913,3034,47.465248,-122.271431,58737.7
99101:99913,3035,47.465248,-122.271774,58823.8
99101:99913,3036,47.465260,-122.272003,58881.8
99101:99913,3037,47.465286,-122.272263,58946.3
99101:99913,3038,47.465309,-122.272499,59004.4
99101:99913,3039,47.465347,-122.272728,59062.4
99101:99913,3040,47.465424,-122.273071,59153.4
99101:99913,3041,47.465900,-122.275078,59679.2
99101:99913,3042,47.465961,-122.275406,59761.4
99101:99913,3043,47.466011,-122.275719,59840.8
99101:99913,3044,47.466042,-122.275955,59898.6
99101:99913,3045,47.466061,-122.276169,59956.4
99101:99913,3046,47.466068,-122.276413,60014.2
99101:99913,3047,47.466068,-122.276680,60079.2
99101:99913,3048,47.466068,-122.276909,60137.0
99101:99913,3049,47.466061,-122.277138,60194.8
99101:99913,3050,47.466038,-122.277374,60252.6
99101:99913,3051,47.466011,-122.277603,60310.4
99101:99913,3052,47.465973,-122.277863,60375.3
99101:99913,3053,47.465923,-122.278114,60440.3
99101:99913,3054,47.465866,-122.278358,60505.3
99101:99913,3055,47.465797,-122.278618,60574.6
99101:99913,3056,47.465710,-122.278915,60653.4
99101:99913,3057,47.465607,-122.279190,60732.2
99101:99913,3058,47.465508,-122.279480,60810.9
99101:99913,3059,47.465404,-122.279709,60880.9
99101:99913,3060,47.465309,-122.279930,60942.2
99101:99913,3061,47.465198,-122.280144,61012.2
99101:99913,3062,47.465084,-122.280380,61082.2
99101:99913,3063,47.464958,-122.280594,61152.2
99101:99913,3064,47.464775,-122.280899,61254.1
99101:99913,3065,47.464233,-122.281700,61533.2
99101:99913,3066,47.464096,-122.281921,61607.9
99101:99913,3067,47.463978,-122.282143,61675.0
99101:99913,3068,47.463844,-122.282425,61764.5
99101:99913,3069,47.463711,-122.282738,61854.0
99101:99913,3070,47.463596,-122.283058,61943.6
99101:99913,3071,47.463497,-122.283394,62033.1
99101:99913,3072,47.463440,-122.283615,62092.8
99101:99913,3073,47.463398,-122.283852,62152.6
99101:99913,3074,47.463348,-122.284111,62219.7
99101:99913,3075,47.463314,-122.284355,62279.4
99101:99913,3076,47.463291,-122.284584,62339.1
99101:99913,3077,47.463265,-122.284859,62406.3
99101:99913,3078,47.463257,-122.285118,62471.9
99101:99913,3079,47.463257,-122.285324,62523.0
99101:99913,3080,47.463261,-122.285484,62561.6
99101:99913,3081,47.463276,-122.285622,62598.4
99101:99913,3082,47.463295,-122.285774,62635.1
99101:99913,3083,47.463333,-122.285934,62676.6
99101:99913,3084,47.463406,-122.286194,62745.7
99101:99913,3085,47.463574,-122.286659,62876.5
99101:99913,3086,47.463692,-122.286987,62970.0
99101:99913,3087,47.464211,-122.288437,63375.0
99101:99913,3088,47.464287,-122.288658,63434.8
99101:99913,3089,47.464416,-122.289024,63538.7
99101:99913,3090,47.464466,-122.289177,63578.3
99101:99913,3091,47.464500,-122.289314,63615.9
99101:99913,3092,47.464550,-122.289490,63663.1
99101:99913,3093,47.464565,-122.289642,63699.9
99101:99913,3094,47.464580,-122.289764,63732.4
99101:99913,3095,47.464592,-122.289940,63773.5
99101:99913,3096,47.464596,-122.290077,63808.8
99101:99913,3097,47.464592,-122.290230,63847.1
99101:99913,3098,47.464569,-122.290421,63893.0
99101:99913,3099,47.464550,-122.290596,63939.5
99101:99913,3100,47.464516,-122.290749,63978.5
99101:99913,3101,47.464466,-122.290955,64029.7
99101:99913,3102,47.464405,-122.291153,64086.4
99101:99913,3103,47.464314,-122.291405,64155.7
99101:99913,3104,47.464249,-122.291611,64211.7
99101:99913,3105,47.464149,-122.291840,64278.4
99101:99913,3106,47.464058,-122.292046,64339.7
99101:99913,3107,47.463955,-122.292252,64403.9
99101:99913,3108,47.463848,-122.292442,64462.3
99101:99913,3109,47.463676,-122.292725,64557.9
99101:99913,3110,47.463497,-122.292976,64648.5
99101:99913,3111,47.460903,-122.296265,65896.3
99101:99913,3112,47.458805,-122.298912,66902.9
99101:99913,3113,47.458534,-122.299255,67033.7
99101:99913,3114,47.458290,-122.299515,67144.9
99101:99913,3115,47.458145,-122.299652,67205.6
99101:99913,3116,47.458008,-122.299774,67266.2
99101:99913,3117,47.457859,-122.299889,67326.9
99101:99913,3118,47.457707,-122.299995,67387.6
99101:99913,3119,47.457554,-122.300087,67448.3
99101:99913,3120,47.457401,-122.300171,67509.0
99101:99913,3121,47.457245,-122.300255,67569.6
99101:99913,3122,47.457077,-122.300308,67630.3
99101:99913,3123,47.456913,-122.300362,67691.0
99101:99913,3124,47.456753,-122.300407,67751.7
99101:99913,3125,47.456585,-122.300446,67812.4
99101:99913,3126,47.456402,-122.300476,67881.3
99101:99913,3127,47.456184,-122.300484,67959.7
99101:99913,3128,47.455894,-122.300484,68064.4
99101:99913,3129,47.453316,-122.300499,69006.0
99101:99913,3130,47.453171,-122.300499,69060.7
99101:99913,3131,47.453011,-122.300499,69117.9
99101:99913,3132,47.452843,-122.300484,69180.4
99101:99913,3133,47.452667,-122.300461,69244.2
99101:99913,3134,47.452507,-122.300430,69301.5
99101:99913,3135,47.452358,-122.300392,69359.5
99101:99913,3136,47.452175,-122.300323,69426.7
99101:99913,3137,47.452003,-122.300255,69492.2
99101:99913,3138,47.451847,-122.300186,69549.4
99101:99913,3139,47.451691,-122.300087,69611.5
99101:99913,3140,47.451549,-122.299995,69667.8
99101:99913,3141,47.451401,-122.299889,69728.4
99101:99913,3142,47.451244,-122.299759,69793.8
99101:99913,3143,47.451042,-122.299583,69879.9
99101:99913,3144,47.450901,-122.299431,69946.2
99101:99913,3145,47.450722,-122.299232,70026.7
99101:99913,3146,47.450611,-122.299080,70082.1
99101:99913,3147,47.450508,-122.298927,70134.0
99101:99913,3148,47.450413,-122.298790,70181.3
99101:99913,3149,47.450268,-122.298561,70259.1
99101:99913,3150,47.449982,-122.298126,70411.3
99101:99913,3151,47.449852,-122.297905,70482.6
99101:99913,3152,47.449749,-122.297768,70532.3
99101:99913,3153,47.449696,-122.297699,70560.0
99101:99913,3154,47.449638,-122.297630,70586.4
99101:99913,3155,47.449566,-122.297546,70617.8
99101:99913,3156,47.449467,-122.297455,70663.3
99101:99913,3157,47.449368,-122.297356,70706.5
99101:99913,3158,47.449276,-122.297302,70740.7
99101:99913,3159,47.449200,-122.297264,70772.2
99101:99913,3160,47.449104,-122.297211,70807.8
99101:99913,3161,47.449009,-122.297165,70842.8
99101:99913,3162,47.448906,-122.297127,70882.5
99101:99913,3163,47.448822,-122.297096,70913.7
99101:99913,3164,47.448715,-122.297089,70952.5
99101:99913,3165,47.448582,-122.297073,71002.5
99101:99913,3166,47.448383,-122.297073,71075.4
99101:99913,3167,47.447983,-122.297073,71221.0
99101:99913,3168,47.447468,-122.297058,71409.2
99101:99913,3169,47.447285,-122.297058,71474.9
99101:99913,3170,47.446728,-122.297043,71677.9
99101:99913,3171,47.446480,-122.297028,71767.1
99101:99913,3172,47.446205,-122.297020,71869.2
99101:99913,3173,47.444981,-122.296936,72317.8
99101:99913,3174,47.444252,-122.296883,72581.7
99101:99913,3175,47.443436,-122.296822,72880.0
99101:99913,3176,47.440144,-122.296692,74080.8
99101:99913,3177,47.439594,-122.296677,74281.4
99101:99913,3178,47.439205,-122.296677,74423.3
99101:99913,3179,47.438877,-122.296715,74543.7
99101:99913,3180,47.438469,-122.296783,74694.3
99101:99913,3181,47.438095,-122.296883,74832.5
99101:99913,3182,47.437489,-122.297112,75061.7
99101:99913,3183,47.436974,-122.297302,75254.2
99101:99913,3184,47.436668,-122.297409,75368.7
99101:99913,3185,47.436398,-122.297478,75469.4
99101:99913,3186,47.436180,-122.297523,75550.2
99101:99913,3187,47.434311,-122.297806,76236.1
99101:99913,3188,47.433887,-122.297867,76389.6
99101:99913,3189,47.433491,-122.297905,76534.4
99101:99913,3190,47.432766,-122.297974,76800.8
99101:99913,3191,47.432201,-122.297989,77005.8
99101:99913,3192,47.431675,-122.297974,77196.8
99101:99913,3193,47.430786,-122.297943,77521.4
99101:99913,3194,47.429386,-122.297867,78032.0
99101:99913,3195,47.426266,-122.297668,79172.9
99101:99913,3196,47.425873,-122.297668,79317.0
99101:99913,3197,47.425373,-122.297684,79499.9
99101:99913,3198,47.425098,-122.297699,79599.7
